Title,Artist,Album,ID,Number
Snap Yo Fingers,Youngbloodz,Snap Yo Fingers - Single,5ot3hAGLgvrmfZ3ddosFZf,1
DEVASTATED,Joey Bada$$,ALL-AMERIKKKAN BADA$$,6swV0WUnPygRIMgEKn6Ige,5
DNA.,Kendrick Lamar,DAMN.,4eLPsYPBmXABThSJ821sqY,2
Ultralight Beam,Kanye West,The Life Of Pablo,7gsWAHLeT0w7es6FofOXk1,1
Halftime,Nas,Illmatic XX,6oSHgr3TZJPCFshYUfBDqE,5
It Takes Two,Rob Base & DJ EZ Rock,It Takes Two,5tocCryeqWvFXn65seo0p6,1
Shimmy Shimmy Ya,Ol' Dirty Bastard,Return To The 36 Chambers: The Dirty Version,4tI4WJdTN5MzDMRMl2i7VR,2
Perfect,Dave East,Paranoia: A True Story,6JfjkZevPkcrVop48QOEL1,6
Red Roses (feat. Landon Cube),Lil Skies,Life of a Dark Rose,0CuYNS755Ow710G2E7aLDE,3
Award Tour,A Tribe Called Quest,Midnight Marauders,4v5x3Oo3UjQ9YmF3hRAip5,3
Children's Story,Slick Rick,The Great Adventures Of Slick Rick,71mmTJdWvpkzQNmVfFbRdN,3
Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,Slime Language,4OHfmMUq6xwCo8zfQuc9Rf,6
Victory (feat. The Notorious B.I.G. & Busta Rhymes),Diddy,No Way Out,4OGaOZUHLhSeiicZB909aL,2
Dilemma,Nelly,Nellyville,1kh5XByhI0DDWV7m9kddr0,10
Ridin',Chamillionaire,The Sound of Revenge,31dzB4ULKZfOH71tuaBiR8,4
Alwayz Into Somethin',N.W.A.,Efil4zaggin,3OSID3YChn6nOjfUAlSXQZ,7
Nothing but Trouble - Instagram Models,Lil Wayne,Nothing But Trouble (Instagram Models),11e5zCxCAmhFTG5nnnZibS,1
Caribou Lou,Tech N9ne,Everready,7eUmMXeZLYIn4IKpyko33w,9
Stir Fry,Migos,Culture II,7fd7SEK25VS3gJAUgSwL6y,9
Mo Bamba,Sheck Wes,MUDBOY,15Id9Jrqab8IwHFirdrrLp,9
Free Smoke,Drake,More Life,1lXY618HWkwYKJWBRYR4MK,1
Imagine That,Kevin Gates,By Any Means 2,02e3tbWQsLhC2erf6eFqmO,11
Let's Go (feat. Big D & Twista),Trick Daddy,Thug Matrimony: Married To The Streets,2Ve8rF1LYTRGl3ZAI2z2YT,2
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,Epiphany,1fXu5FuLGSpQdmG5SWJfXL,12
Energy,Drake,If You're Reading This It's Too Late,0ptlfJfwGTy0Yvrk14JK1I,2
You,Lloyd,Street Love,6Lq7nLkIq7C0zVJp0OGSGO,2
Ric Flair Drip (& Metro Boomin),Offset,Without Warning,0MV1yCXcNNQBfwApqAVkH0,3
Smack That,Akon,Konvicted,13C2pc5O7ofZKd4p2VYO3S,3
Soul Survivor,Jeezy,Let's Get It: Thug Motivation 101,6hiOeC9YErltT6CnK4pfJN,14
All The Stars (with SZA),Kendrick Lamar,Black Panther The Album Music From And Inspired By,3pLdWdkj83EYfDN6H2N8MR,2
Nas Is Like,Nas,I Am...,4UhEjfIRx4tE1XRY21vwNa,13
Livin' Proof,Group Home,Livin' Proof,3fbcKscWKVKFcgdX1XaWFf,3
I Like It,Cardi B,Invasion of Privacy,4KdtEKjY3Gi0mKiSdy96ML,7
Wrist,Logic,Bobby Tarantino,0WMr3ulx5Mzi1B3C8LsHVA,6
No Sleep Till Brooklyn,Beastie Boys,Licensed To Ill,11oR0ZuqB3ucZwb5TGbZxb,8
Digits,Young Thug,Slime Season 3,2z4c8M8aVzl7CTobIp36KF,5
"I Need a Girl, Pt. 2 (feat. Loon, Ginuwine & Mario Winans)",Diddy,Bad Boy's 10th Anniversary- The Hits,46JQVqJpOg8opDLUl1qHT1,7
Mrs. Officer,Lil Wayne,Tha Carter III,5BGzOpea6At0Nd7tYtYZOP,9
Gucci Gang,Lil Pump,Lil Pump,2VVvm4zJlUQm9XmBCvGN6z,2
"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",4oiTkphB9JYcl3lRVYGxCv,1
Airplanes (feat. Hayley Williams),B.o.B,B.o.B Presents: The Adventures of Bobby Ray,7apLPYT8szV1IqTxyVSy5P,4
Xxplosive,Dr. Dre,2001,0qRYw8PUU2AE7MPTvC9AwF,6
HANDGUN (feat. A$AP Rocky),YG,STAY DANGEROUS,5IYvKd22yQkJRfoIStesbX,3
Knuck If You Buck (feat. Lil' Scrappy),Crime Mob,Crime Mob (U.S. PA Version),09stXr7AeoB1PsE3RpMpyU,2
Yeah!,Usher,Confessions,0vO0b1AvY49CPQyVisJLj0,2
X (feat. Future),21 Savage,Savage Mode,4I3EcXD4e3KcEoDJfFEZ5b,3
Answers,Lootpack,Soundpieces: Da Antidote,5bmfN1bdJb9vQzb07mCy9A,14
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,Luv Is Rage 2,733e1ZfktLSwj96X5rsMeE,5
MC's Act Like They Don't Know,KRS-One,KRS-One,17C90B1H8gxYa664SSVM9x,3
Oh My God,A Tribe Called Quest,Midnight Marauders,4v5x3Oo3UjQ9YmF3hRAip5,10
Gangsta's Paradise,Coolio,Gangsta's Paradise,0fYctMs4EvoEqzDh8Kmg5g,2
Hurt Feelings,Mac Miller,Swimming,5wtE5aLX5r7jOosmPhJhhk,2
Ms. Fat Booty,Mos Def,Black On Both Sides,5gK2l2LgWY0BA4p9uy27z6,4
Hip 2 Da Game,Lord Finesse,The Awakening,3DqP5MhotjHve8DiljKk6r,14
LEGENDARY (feat. J. Cole),Joey Bada$$,ALL-AMERIKKKAN BADA$$,6swV0WUnPygRIMgEKn6Ige,11
See You Again,"Tyler, The Creator",Flower Boy,2nkto6YNI4rUYTLqEwWJ3o,4
Dreams and Nightmares,Meek Mill,Dreams and Nightmares (Deluxe Version),0zhZDmHEtDtok393SbZ3d7,1
Special Affair,The Internet,Ego Death,69g3CtOVg98TPOwqmI2K7Q,8
GOTTI,6ix9ine,Day69: Graduation Day,1ubczeMvCrPHbSEjgfu4a7,12
Freaky Friday (feat. Chris Brown),Lil Dicky,Freaky Friday (feat. Chris Brown),1XbNDGybI1iPfeQNJEeUdn,1
X,Xzibit,The Greatest,1dxyoIAlE2NS77K3nzei6Y,9
I'm N Luv (Wit a Stripper) (feat. Mike Jones),T-Pain,Rappa Ternt Sanga,67kj88d9xbscqqG8EdMpIu,3
Freek-A-Leek,Petey Pablo,Still Writing In My Diary: 2nd Entry,16D0usG2u8oFoJSCLWGrix,4
White Iverson,Post Malone,Stoney (Deluxe),5s0rmjP8XOPhP6HhqOhuyC,6
A Lie,French Montana,Jungle Rules,4c2p3TdN7NcQfCXyueCNnC,4
It's A Vibe,2 Chainz,Pretty Girls Like Trap Music,5vvvo79z68vWj9yimoygfS,9
Ultimate,Denzel Curry,Ultimate,5r0LVuUjx659ddoV15P5MI,1
All Mine,Kanye West,ye,5EBGCvO6upi3GNknMVe9x9,3
Never Know,6LACK,FREE 6LACK,7iwGw8ob3YLqZrbKzGFnHi,1
Twinz (Deep Cover 98) (feat. Fat Joe),Big Pun,Capital Punishment (Explicit Version),3IIHk2ZLXKWuVAjCbQ9g4Y,17
One Day,UGK,Ridin' Dirty,4jTPQq9PSlKMOm1yLx2ATN,2
Where Ya At,Future,DS2 (Deluxe),0fUy6IdLHDpGNwavIlhEsl,3
Misunderstood,PnB Rock,GTTM: Goin Thru the Motions,7eFfp9r4A30ueN9A5EJbk2,10
Spar (feat. 6LACK & Kodak Black),Dreezy,Spar (feat. 6LACK & Kodak Black),4kKQp1juHlhsnWqNuUrzIl,1
Strictly Business,EPMD,Strictly Business,2HOl8gDiGGpt7wsIDi9jy5,1
STOP TRYING TO BE GOD,Travis Scott,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,5
Fr Fr (feat. Lil Skies),Wiz Khalifa,Rolling Papers 2,0YFou4SbS16F4GhSADLDfz,16
No Stylist,French Montana,No Stylist,0DMvfJWc1DjSbmnJF1NW1o,1
MVP,Big L,Lifestylez Ov Da Poor & Dangerous,7xvBUHu5jJ7X0wdRHudLFD,2
Up,Desiigner,Up,7JohRbKtRFWIgjAhLsEAs1,1
Just A Lil Bit,50 Cent,The Massacre,2pidzXTaHV4WaIJYRxKDCH,14
Ghostface Killers,21 Savage,Without Warning,0MV1yCXcNNQBfwApqAVkH0,1
Wanna Be A Baller,Lil' Troy,Sittin' Fat Down South,2czjXveZPf9X2dutQGlh2r,4
2 Phones,Kevin Gates,Islah (Deluxe),5Hs43ta4vAYKRRRR7DKjt9,3
Batman,Jaden,SYRE,4IFpj2jyRcugt1yzH82m3E,10
X (with 2 Chainz & Saudi),ScHoolboy Q,Black Panther The Album Music From And Inspired By,3pLdWdkj83EYfDN6H2N8MR,3
God's Plan,Drake,Scorpion,1ATL5GLyefJaxhQzSPVrLX,5
2 Of Amerikaz Most Wanted,2Pac,Greatest Hits,1WBZyULtlANBKed7Zf9cDP,2
I Tried,Bone Thugs-N-Harmony,Strength & Loyalty,6fgFFyMpkmOZK038Ta3gQB,4
