Title,Artist,Count,Lyrics
Slow It Down,The Lumineers,107488991,"I feel her filth in my bones Wash off my hands til it's gone The walls they're closing in With velvet curtains  Some love was made for the lights Some kiss your cheek and goodnight Lift up a red high heel Lock up your doors with steel  They're makin' noise in my street My blinds are drawn I can't see Smashed in my car window Didn't touch the stereo  Slow it down, Angie come back to bed Rest your arms, and rest your legs  Act like you've been here before Smile less and dress up some more Tie up your scarf real tight These boys are out for blood tonight  Slow it down, Angie come back to bed Rest your arms, and rest your legs  And when she stood she stood tall She'll make a fool of you all Don't ask for cigarettes She ain't got nothing left for you  I never, she never, we never looked back That wasn't what we were good at And when it came to love We were not good enough on  Slow it down, Angie come back to bed Rest your arms, and rest your legs Don't you frown when you're feelin like that Only love can dig you out of this"
Little Lion Man,Mumford & Sons,284923739,"Weep for yourself, my man You'll never be what is in your heart Weep Little Lion Man You're not as brave as you were at the start Rate yourself and rake yourself Take all the courage you have left And waste it on fixing all the problems That you made in your own head  But it was not your fault but mine And it was your heart on the line I really fucked it up this time Didn't I, my dear? Didn't I, my  Tremble for yourself, my man You know that you have seen this all before Tremble Little Lion Man You'll never settle any of your scores Your grace is wasted in your face Your boldness stands alone among the wreck Now learn from your mother Or else spend your days biting your own neck  But it was not your fault but mine And it was your heart on the line I really fucked it up this time Didn't I, my dear? But it was not your fault but mine And it was your heart on the line I really fucked it up this time Didn't I, my dear? Didn't I, my dear? Haa-a-a-a Ha-a-a-a-a-a Ha-a-a-a-a-a Ha-a-a-a-a-a Ha-a-a-a-a Ha-a-a-a-a  But it was not your fault but mine And it was your heart on the line I really fucked it up this time Didn't I, my dear? But it was not your fault but mine And it was your heart on the line I really fucked it up this time Didn't I, my dear? Didn't I, my dear?"
Home,The Falls,972431,"Weary blues from waitin' Lord, I've been waitin' too long These blues have got me cryin' Oh, sweet mama, please come home  The snow falls 'round my window But it can't chill my heart God knows it died the day you left My dream world fell apart  Weary blues from waitin' Lord, I've been waitin' too long These blues have got me cryin' Oh, sweet mama, please come home  Thru tears I watch young lovers As they go strollin' by Oh, all the things that might have been God forgive me if I cry  Weary blues from waitin' Lord, I've been waitin' too long These blues have got me cryin' Oh, sweet mama, please come home"
Pictures,Benjamin Francis Leftwich,34749623,"If you crash a car into your best friend's house Would you be quiet as words came out of their mouth? 'Stop, don't do it, I have been waiting for it Stop, I knew it would come' If you find a guard next to your girlfriend's bed Would it be hard to sort out your spinning head? Stop, don't say that, dear, that you wanted him here Stop, don't give him the clear Take a picture of them Take a picture of them If you are afraid, don't be I have the whole thing planned We'll start in the ocean, baby, and when we find the land We will be thankful to all of our friends That they didn't leave us as we got to the end Take a picture of them Take a picture of them Take a picture of them Take a picture of them If you find your faith in your parents' god Don't be so quick to point out the flaws in it You've been around and you've seen the way that things work But you need a compass to get around your house"
gun-shy,Grizzly Bear,7599733,"The sky keeps staring at me Frozen in my tracks (Nothing else to see) And when I move my face left You're always standing there (A shadow I can't see) And even then I can't trace You're walking away  I put my ears to the ground Always pushing down (Nothing I can hear) I found the worst half in me I'm cut off at the knees (Can't even take a stand) Against your words and beliefs I didn't want to freeze  (All of the years, leaving me here Gun-shy) I don't want to say it all again (the pain, losing my aim) Never seem to see (And why?) Do I always feel it all the same The blisters in my eyes (Recite) A guide that has only led me stray And even as I limp (you smile)  The cold keeps tearing at me Slowing down my blood (Unable to speak) I left my mind long ago Choosing something false (Always letting go) And when I try to face you You're walking away  (All of the years, leaving me here Gun-shy) I don't want to say it all again (the pain, losing my aim) Never seem to see (And why?) Do I always feel it all the same The blisters in my eyes (Recite) A guide that has only led me stray And even as I limp (you smile)"
Now That I Know,Devendra Banhart,3315367,"Now that I know The way it goes You gotta pay back every penny that you owe Twelve years old In your mama's clothes Shut the blinds and lock up every door And if you hear Someone's comin near Just close your eyes and make them disappear now Years away Finds me here today On my own, always on my way now So I send my friends Gifts from where I've been Something for the hand they're never there to lend Better keep those eyes Climbing paradise And don't pretend you won't reach it in the end now Dearest dear I know you been here Why'd you run tell me why'd you disappear now That you're not Here with me Seems to be the only time that I can see you clearly I may not know How to treat or give you what you need But I am a gentleman who says what he means now And now I sing Upon my knees And praise the kindness of a gentle breeze I see it swell Like a story in me to tell Told years away and past my baby dying So you raise them up To heaven always hell They're unaware, share, give a hand to help son Oh you give them away But they'll come back to you someday Wanna know why nobody was ever there to help them And no it ain't fair And if God forbid you care It's enough to get you in a whole lotta trouble Oh realize It ain't wise to idealize Or put your life in the hands of any struggle Never renounce Or ever claim to be And never buy that freedom just ain't free now Ella sang Sifting in the sand Like a hymn within to help us understand Heaven awaits We're making our last stand Glory bound and sparrow in our hand"
Grown Ocean,Fleet Foxes,7917802,"In that dream, I'm as old as the mountains Still as starlight reflected in fountains then Children grown on the edge of the ocean Kept like jewelry, kept with devotion In that dream moving slow through the morning time  You would come to me then, without answers Lick my wounds and remove my demands for now Eucalyptus and orange trees are blooming In that dream, there's no darkness a-loomin' In that dream, moving slow through the morning time  In that dream I could hardly contain it All my life I will wait to attain it Then, then, then, oh  I know someday the smoke will all burn off All these voices I'll someday have turned off then I will see you someday when I've woken I'll be so happy just to have spoken I'll have so much to tell you about it then Ah, ah, ah  In that dream I could hardly contain it All my life I will wait to attain it Then, then, then, oh  Wide-eyed walker, don't betray me I will wake one day, don't delay me Wide-eyed leaver, always going"
The Motherlode,The Staves,3823928,"Counting the winters, numb to the cold Searching the valley, for secrets untold The mountains are children, to someone so old A king without kingdom or throne Digging the mud and the stone All men have left here But you have remained At the banks of the river, forever the same Though no water flows here, the memory stays As long as it stays you are here Heart broken year after year People running away, running like strangers day after day Leave him alone Golden river running from her home The sun was an altar, before reaching out And raised up the dagger, that hung from his belt He cursed his delusion and the sadness he felt Weeping at what he'd become, just a fool in the gold of the sun People running away, running like strangers day after day Leave him alone Golden river running from her home Golden river running from her home Golden river running from her home Golden river running from her home"
Country Dumb - Piano Version,Josh T. Pearson,274945,"I come from a long line in history of dreamers Each one more tired than the one before All of us too poor to pay attention Sweet dreamin' was all we could afford They say that even in the worst hope overcometh But not in this cold lonely world of mine So if your warm thoughts ever wander up to good heavens Say a prayer of hope for my driftin', sweet dreamin' mind We are not what you call over-comers We are failures each and every one Were the kind who will always need a Saviour The kind who play country dumb I come from a long line in history of dreamers Too broke down to frankly my dear give a good god dime Too poor in spirit to rent to own it alone Even qualify for that ever elusive pre-approved new lease on life We're the kind who never take responsibility Yeah the only thing I will ever take from you will be my leave And the only good thing I'll ever give to you will be my good grief I've counted the cost sister Christian I know that Jesus saves cuz nothing in this cold lonely world is for free! There are reasons that I was alone when I met you Reasons that go back a long long way in time There are reasons that I am surely going to leave you They come from a circle in history woman that ain't hardly even mine And in this unbroken circle I will be the first at the end of the line We're the kind who start the books but who just do not finish We're the kind who have 10,000 would-be-great, ungrateful, too-long, run-on songs We're the kind still stuck in the past but who see well into the circle future You see I miss you woman and baby you ain't even yet gone You see I miss you babe and woman you ain't even yet gone I come from a long line in history of dreamers Each one more tired than the one before All of us too poor to pay attention Sweet dreamin' was all we could afford We are not what you call over-comers We are failures each and every one Were the kind who will always need a Saviour The kind who play country dumb The kind who play country dumb"
Main Street,Deer Tick,1663686,"I can't sleep, I can't close my eyes Blink for one second and the whole world pass you by Yeah, I guess, I meant All the days you spent  I can't eat, I can't use my mouth Miss one day and the whole world casts you out Yeah, I guess, I tried All the times I lied  Goodbye time, you ain't on my side Satisfaction, too much of mine Some girls here, never let me down Oh, but main street seems so lonely now  I can't hear, I can't use my ears Miss one speech and you're uninformed to tears Yeah, I guess, I'm scared Every time I cared  I can't breathe, I can't use my nose Missed one night from this stomped on bag of blow Yeah, I guess, I'm wrong I can't sing this song  Goodbye time, you ain't on my side Satisfaction, I got way too much of mine Some girls here, never let me down Oh, but main street seems so lonely now  I can't write, I can't bleed my soul Lose one friend and your whole mind finds it's hole Yeah, I guess, you're strong But I knew that for sure  Speak to me again And I'll never have felt it, before"
Wolf,First Aid Kit,46276101,"Wolf mother, where you been? You look so worn, so thin You're a taker, devil's maker Let me hear you sing, hey ya hey ya Wolf father, at the door You don't smile anymore You're a drifter, shapeshifter Let me see you run, hey ya hey ya  Holy light Oh burn the night, oh keep the spirits strong Watch it grow, child of woe Keep holding on  When I run through the deep dark forest long after this begun Where the sun would set, trees were dead and the rivers were none And I hope for a trace to lead me back home from this place But there was no sound, there was only me and my disgrace Hey, hey-hey, hey, hey Hey, hey-hey, hey, hey Hey, hey-hey, hey, hey Hey, hey-hey, hey, ya  Wolf mother, where you been? You look so worn, so thin You're a taker, devil's maker Let me hear you say, hey ya hey ya Wolf father, at the door You don't smile anymore You're a drifter, shapeshifter Let me see you run, hey ya hey ya  Wayward winds The voice that sings of a forgotten land See it fall, child of woe Lend a mending hand  When I run through the deep dark forest long after this begun Where the sun would set, trees were dead and the rivers were none And I hope for a trace to lead me back home from this place But there was no sound, there was only me and my disgrace Hey, hey-hey, hey, hey Hey, hey-hey, hey, hey Hey, hey-hey, hey, hey Hey, hey-hey, hey, ya"
Santa Fe,Beirut,33566363,"Your days in one This day undone The kind that breaks under All day at once For me, for you I'm just too young And what of my heart This day was once Silence before All grace of lost Can't wait at all Can't wait at all Temptation won  And whatever comes through the door I'll see it face to face All by your place  Sign me up Santa Fe And call your son Sign me up Santa Fe On the cross Santa Fe And all I want Sign me up Santa Fe And call your son And I and I and I alone want you to know And I and I and I alone And I and I and I alone want you to know And I and I and I alone  Your days in one This day undone The kind that breaks under All day at once For me, for you I'm just too young And what of my heart  Sign me up Santa Fe And call your son Sign me up Santa Fe On the cross Santa Fe And all I want Sign me up Santa Fe And call your son"
Cats and Dogs,The Head and the Heart,13963961,Somewhere underneath The floorboard I will sweep my garden Underneath the cupboard Lives a mouse And he discovered There was nothing there Nothin' there to discover Fallin' from the sky There are raindrops in my eyes And my thoughts are diggin' in the backyard My roots have grown but I don't know where they are Don't know where they are I don't know where they are My roots have grown but I don't know where they are Cats and dogs and rooster calls Telephones and pay phone stalls They take away The lonely days For now They take away The lonely days For now
Love Is All,The Tallest Man On Earth,55181198,"Well I walk upon the river like it's easier than land Evil's in my pocket and your will is in my hand Oh, your will is in my hand And I'll throw it in the current that I stand upon so still Love is all, from what I've heard, but my heart's learned to kill Oh, mine has learned to kill  Oh, I said I could rise From the harness of our goals Here come the tears But like always, I let them go Just let them go  And now spikes will keep on falling from the heavens to the floor The future was our skin and now we don't dream anymore No, we don't dream anymore Like a house made from spider webs and the clouds rolling in I bet this mighty river's both my savior and my sin Oh, my savior and my sin  Oh, I said I could rise From the harness of our goals Here come the tears But like always, I let them go Just let them go  Well I walk upon the river like it's easier than land Evil's in my pocket and your strength is in my hand Your strength is in my hand And I'll throw you in the current that I stand upon so still Love is all, from what I've heard, but my heart's learned to kill Oh, mine has learned to kill  Oh, I said I could rise From the harness of our goals Here come the tears But like always, I let them go Just let them go"
Black Water,Timber Timbre,6704226,"All I need is some sunshine All I need All I need is some sunshine All I need  The siren called beyond the treeline With another one for the caves And in the tarn beyond those birches There's a spirit that I crave And from the island, people watched you You set that viking ship ablaze We reached the moon, fall's icy cauldron And found the spirit that I crave  All I need is some sunshine All I need All I need is some sunshine All I need  You've fallen barefoot past the treeline Beaten, bone-eyed, butchered, swayed A thousand whitefish floating belly up In the spirit that I crave And we threw ourselves right into it Where lay the bodies had been claimed We dove a third out for the fifth Banned to the spirit that I crave  All I need is some sunshine All I need All I need is some sunshine All I need  I found empathy from madness Deliverance from malaise My heart is is filled with gladness At the only spirit that I crave  All I need is some sunshine All I need All I need is some sunshine All I need  Black water, black water (Call me down, black water call me down) Black water, black water (Call me down, black water call me down) Black water, black water (Call me down, black water call me down) Black water, black water (Call me down, black water call me down) Black water, black water (Call me down, black water call me down) Black water, black water (Call me down, black water call me down) Black water, black water (Call me down, black water call me down) Black water, black water (Call me down, black water call me down) Black (Call me down, black water call me down) (Call me down, black water call me down) (Call me down, black water call me down) (Call me down, black water call me down)"
Fit Against the Country,Horse Feathers,2011660,"Common weather comes with a name And our knees our hands got the shakes Cause when our backs about to break We won't howl out or cry We know we feel we try In the middle of an everlasting fight Chorus: Every night we all go to a house we'll never own Every night we are tired We've been worked to the bone But nearly everyday we earn a lower wage Does it tell you what we're made of Or are we just what we're paid? It's a hard country we made Here we are, far beyond our means Learnin how to trade love for things Theres a debt we can't pay What kind of life's lived this way See our hands they praise Telling us we are to pray Nearly every day it was a darker kind of way The color we all knewthis world The deepest shade of gray Chorus: Every night we all go to a house we'll never own Every night we are tired We've been worked to the bone But nearly everyday we earn a lower wage Does it tell you what we're made of Or are we just what we're paid? It's a hard country we made We won't howl out or cry We know we feel that we try What kind of life's lived this way? See our hands they praise"
Two Fingers,Jake Bugg,56402615,"I drink to remember, I smoke to forget Some things to be proud of, some stuff to regret Run down some dark alleys in my own head Something is changing, changing, changing I go back to Clifton to see my old friends The best people I could ever have met Skin up a fat one, hide from the Feds Something is changing, changing, changing  So I kiss goodbye to every little ounce of pain Light a cigarette and wish the world away I got out, I got out, I'm alive and I'm here to stay So I hold two fingers up to yesterday Light a cigarette and smoke it all away I got out, I got out, I'm alive and I'm here to stay  He's down in the kitchen, drinking White Lightning He's with my momma, they're yelling and fighting And it's not the first time praying for silence But something is changing, changing, changing  So I kiss goodbye to every little ounce of pain Light a cigarette and wish the world away I got out, I got out, I'm alive and I'm here to stay So I hold two fingers up to yesterday Light a cigarette and smoke it all away I got out, I got out, I'm alive and I'm here to stay  There's a story for every corner of this place Running so hard you got out but your knees got grazed I'm an old dog but I learned some new tricks yeah  So I kiss goodbye to every little ounce of pain Light a cigarette and wish the world away I got out, I got out, I'm alive and I'm here to stay So I hold two fingers up to yesterday Light a cigarette and smoke it all away I got out, I got out, I'm alive and I'm here to stay  Hey, hey it's fine Hey, hey it's fine Hey, hey it's fine I left it behind"
"Welcome Home, Son",Radical Face,121270705,"Sleep don't visit, so I choke on sun And the days blur into one And the backs of my eyes hum with things I've never done Sheets are swaying from an old clothesline Like a row of captured ghosts over old dead grass Was never much but we made the most  Welcome home  Ships are launching from my chest Some have names but most do not If you find one, please let me know what piece I've lost Peel the scars from off my back I don't need them anymore You can throw them out or keep them in your mason jars  I've come home All my nightmares escaped my head Bar the door, please don't let them in You were never supposed to leave Now my head's splitting at the seams And I don't know if I can Here, beneath my lungs, I feel your thumbs press into my skin again"
Let You Break (feat. Julia Stone),William Fitzsimmons,2875988,To cut out the figure The grounding of this Let melancholic drown To greener reminders Of better pastures You're beautiful and found Embattled walls that I have raised To only bring you down A fortune I would gladly trade To swim within the sound I wish you would I wish you would I will never (I will never) I will never let you break I will never (I will never) I will never let you break The burn of the summer When I first saw you Still upon my brow The gentle refusal The fear you flourish Let peel away from now The red that I have run so long The penchant for this flight The memory of this overcomes Lifting now to light I wish you would I wish you would I will never (I will never) I will never let you break I will never (I will never) I will never let you break I will never (I will never) I will never let you break I will never (I will never) I will never let you break
You Turn Me on I'm a Radio - Live,Joni Mitchell,1097953,"If you're driving into town With a dark cloud above you Dial in the number Who's bound to love you Oh honey you turn me on I'm a radio I'm a country station I'm a little bit corny I'm a wildwood flower Waving for you I'm a broadcasting tower Waving for you And I'm sending you out This signal here I hope you can pick it up Loud and clear I know you don't like weak women You get bored so quick And you don't like strong women Cause they're hip to your tricks It's been dirty for dirty Down the line But you know I come when you whistle When you're loving and kind But if you've got too many doubts If there's no good reception for me Then tune me out, cause honey Who needs the static It hurts the head And you wind up cracking And the day goes dismal From 'Breakfast Barney' To the sign-off prayer What a sorry face you get to wear I'm going to tell you again now If you're still listening there If you're driving into town With a dark cloud above you Dial in the number Who's bound to love you If you're lying on the beach With the transistor going Kick off the sandflies honey The love's still flowing If your head says forget it But your heart's still smoking Call me at the station The lines are open"
2B2,Lambchop,455819,"Took the Christmas lights Off the front porch February 31st A band mate was in New Orleans My soul mate was on the coast After all it takes for us 2B2 There are missionaries on a beachhead On our television screen And I swear it looks like England Yeah, I think it's England And the dogs they bark at no one And we do the best we can 2B2 2B2 I don't want to go to sleep When I'm hungry I don't want to wake up When I'm stoned Too 2B2 It was good to talk to you while we're cooking Sounds like we're making the same thing One man cooks with powder The other cooks with stones 2B2 2B2"
Down in the Valley,The Head and the Heart,73496034,"I wish I was a slave to an age-old trade Like ridin' around on railcars and workin' long days Lord have mercy on my rough and rowdy ways Lord have mercy on my rough and rowdy ways Call it one drink too many Call it pride of a man But it don't make no difference if you sit or you stand Cause they both end in trouble and start with a grin Yeah they both end in trouble and start with a grin We do it over and over and over again We do it over and over and over again Oh-oh, Oh-oh, Oh-oh-oh-oh, Oh-oh Oh-oh, Oh-oh, Oh-oh-oh-oh, Oh-oh Oh-oh, Oh-oh, Oh-oh-oh-oh, Oh-oh I know there's California, Oklahoma And all of the places I ain't ever been to but Down in the valley with Whiskey rivers These are the places you will find me hidin' These are the places I will always go These are the places I will always go I am on my way I am on my way I am on my way back to where I started Oh-oh, Oh-oh, Oh-oh-oh-oh, Oh-oh Oh-oh, Oh-oh, Oh-oh-oh-oh, Oh-oh One more for the stars and the eyes of the walls I saw your face, I heard you callin' out I saw your face in the crowd and you came out Just like the sun and the moon and the stars at night There was a sign on the door and it reads to me Just like the sun and the moon and the stars at night Oh-oh, Oh-oh, Oh-oh-oh-oh, Oh-oh Oh-oh, Oh-oh, Oh-oh-oh-oh, Oh-oh I am on my way I am on my way I am on my way back to where I started California, Oklahoma And all of the places I ain't ever been to but Down in the valley with Whiskey rivers These are the places you will find me hidin' These are the places I will always go These are the places I will always go So I wish I was a slave to an age-old trade Lord have mercy on my rough and rowdy ways"
Suzanne,Leonard Cohen,58363174,"Suzanne takes you down to her place near the river You can hear the boats go by You can spend the night beside her And you know that she's half crazy But that's why you want to be there And she feeds you tea and oranges That come all the way from China And just when you mean to tell her That you have no love to give her Then she gets you on her wavelength And she lets the river answer That you've always been her lover And you want to travel with her And you want to travel blind And you know that she will trust you For you've touched her perfect body with your mind And Jesus was a sailor When he walked upon the water And he spent a long time watching From his lonely wooden tower And when he knew for certain Only drowning men could see him He said 'All men will be sailors then Until the sea shall free them' But he himself was broken Long before the sky would open Forsaken, almost human He sank beneath your wisdom like a stone And you want to travel with him And you want to travel blind And you think maybe you'll trust him For he's touched your perfect body with his mind Now Suzanne takes your hand And she leads you to the river She is wearing rags and feathers From Salvation Army counters And the sun pours down like honey On Our Lady of the Harbour And she shows you where to look Among the garbage and the flowers There are heroes in the seaweed There are children in the morning They are leaning out for love And they will lean that way forever While Suzanne holds the mirror And you want to travel with her And you want to travel blind And you know you can trust her For she's touched your perfect body with her mind"
Too Close,Alex Clare,136067389,"You know I'm not one to break promises I don't want to hurt you, but I need to breathe At the end of it all, you're still my best friend But there's something inside that I need to release  Which way is right? Which way is wrong? How do I say that I need to move on? You know we're heading separate ways  And it feels like I am just too close to love you There's nothing I can really say I can't lie no more I can't hide no more Got to be true to myself And it feels like I am just too close to love you So I'll be on my way  You've given me more than I can return Yet there's oh so much that you deserve Nothing to say Nothing to do I've nothing to give I must live without you You know we're heading separate ways  And it feels like I am just too close to love you There's nothing I can really say I can't lie no more I can't hide no more Got to be true to myself And it feels like I am just too close to love you So I'll be on my way So I'll be on my way  And it feels like I am just too close to love you There's nothing I can really say I can't lie no more I can't hide no more Got to be true to myself And it feels like I am just too close to love you So I'll be on my way So I'll be on my way"
Wagon Wheel,Old Crow Medicine Show,78932906,"Headed down south to the land of the pines I'm thumbin' my way to North Caroline Starin' up the road And pray to God I see headlights I made it down the coast in seventeen hours Pickin' me a bouquet of dogwood flowers And I'm a-hopin' for Raleigh I can see my baby tonight  So, rock me mama like a wagon wheel Rock me mama any way you feel Hey, mama rock me Rock me mama like the wind and the rain Rock me mama like a south-bound train Hey, mama rock me Runnin' from the cold up in New England I was born to be a fiddler in an old-time string band My baby plays the guitar I pick a banjo now Ah, the north country winters keep a-gettin' me And I lost my money playin' poker so I had to up and leave But I ain't a-turnin' back To livin' that old life no more  So, rock me mama like a wagon wheel Rock me mama any way you feel Hey, mama rock me Rock me mama like the wind and the rain Rock me mama like a south-bound train Hey, mama rock me  Walkin' due south out of Roanoke I caught a trucker out of Philly Had a nice long toke But he's a-headed west from the Cumberland Gap To Johnson City, Tennessee And I gotta get a move on before the sun I hear my baby callin' my name And I know that she's the only one And if I die in Raleigh At least I will die free  So, rock me mama like a wagon wheel Rock me mama any way you feel Hey, mama rock me Rock me mama like the wind and the rain Rock me mama like a south-bound train Hey, mama rock me"
