Title,Artist,Count,Lyrics
"Next To You, Next To Me",Shenandoah,10459597,"Riding down the road in my pick-up truck You better be ready 'cause I'm picking you up With a full moon a shining and a little bit of luck We'll run out of gas and maybe get stuck  We could get lost, baby I don't care I ain't worried as long as you're there There ain't no place that I'd rather be Next to you, sittin' next to me There ain't no place that I'd rather be Next to you, next to me  Barbecue chicken in aluminum foil Just enough money for my gas and oil Who needs your shrimp and your caviar I'd sooner have you just the way you are  Rich people got their money to hold Mansion on the hill and diamonds and gold It can't compare as far as I can see Next to you, sittin' next to me There ain't no place that I'd rather be Next to you, next to me  Radio playing our favorite song I'll change the station if the news comes on When the signal ain't coming in too strong We'll make our own music honey, all night long  If the good Lord's willing when we're old and gray The kids are grown up and moved away We'll be rocking there side by side With the barbecue chicken and the TV Guide  Well there ain't no place that I'd rather be Next to you, sittin' next to me No there ain't no place that I'd rather be Next to you, next to me There ain't no place that I'd rather be Next to you, next to me  Next to you, next to me; next to you, next to me Next to you, next to me; next to you, next to me"
My Wish,Rascal Flatts,55208305,"Ooh  I hope that the days come easy and the moments pass slow And each road leads you where you wanna go And if you're faced with a choice and you have to choose I hope you choose the one that means the most to you And if one door opens to another door closed I hope you keep on walkin' 'till you find the window If it's cold outside Show the world the warmth of your smile But more than anything More than anything  My wish, for you, is that this life becomes all that you want it to Your dreams stay big, your worries stay small You never need to carry more than you can hold And while you're out there getting where you're getting to I hope you know somebody loves you And wants the same things too Yeah, this is my wish  I hope you never look back, but you never forget All the ones who love you, in the place you left I hope you always forgive, and you never regret And you help somebody every chance you get Oh, you find God's grace in every mistake And always give more than you take But more than anything (More) Yeah, more than anything  My wish, for you, is that this life becomes all that you want it to Your dreams stay big, your worries stay small You never need to carry more than you can hold And while you're out there getting where you're getting to I hope you know somebody loves you And wants the same things too Yeah, this is my wish Yeah, yeah My wish, for you, is that this life becomes all that you want it to Your dreams stay big, your worries stay small You never need to carry more than you can hold And while you're out there getting where you're getting to I hope you know somebody loves you And wants the same things too Yeah, this is my wish (My wish, for you)  This is my wish (My wish, for you) I hope you know somebody loves you (My wish, for you) May all your dreams stay big (My wish, for you)"
Good Girl,Dustin Lynch,63742992,"I got it good girl 'cause I got myself a good girl Yeah, you up and took my whole world and made it so good girl  You're an angel, you're a keeper, the kinda thing that you gotta lock down I'm lovin' just livin' every minute since you came around I was lost in the neon lights 'til the day that you called me yours Yeah, and they say when you know you know, and I know one thing's for sure  I got it good girl 'cause I got myself a good girl Still can't believe I found you, can't imagine life without you I could take you home to mama, take you to the church right down the street Yeah, you up and took my whole world and made it so good girl Aw, so good baby, yeah  You know sometimes I dream 'bout 55 years from now Gonna still be you and me watchin' that sun goin' down I'll still be stealin' your kisses (What else?) I'll still be holdin' your hand (What else?) I still look at you and I pinch myself, good Lord I'm a lucky man  I got it good girl 'cause I got myself a good girl Still can't believe I found you, can't imagine life without you I could take you home to mama, take you to the church right down the street Yeah, you up and took my whole world and made it so good girl Aw, so good baby  I was lost in the neon lights 'til the day that you called me yours And they say when you know you know, and I know one thing's for sure  I got it good girl 'cause I got myself a good girl Still can't believe I found you, can't imagine life without you I could take you home to mama, take you to the church right down the street Yeah, you up and took my whole world and made it so good girl Aw, so good baby  ('Cause I got myself a) good girl (Still can't believe I) I found you Good Lord, I'm a lucky man I could take you home to mama, take you to the church right down the street Yeah, you up and took my whole world and made it so good girl Aw, so good baby"
Five More Minutes,Scotty McCreery,88119443,"Eight years old a couple cane poles sitting down by the creek Our lines in the water watching those bobbers seeing that red sun sink Mama's on the porch yelling 'Supper's hot, y'all come and get it!' We yelled five more minutes At sixteen it was twelve o three standing at her front door Katie's dad said midnight, but we needed just a little more Yellow light flipping on and off, interruptin' that goodnight kissing We wanted five more minutes  Time rolls by, the clock don't stop I wish I had a few more drops Of the good stuff, the good times Oh, but they just keep on flying Right on by like it ain't nothing Wish I had me a pause button Moments like those Lord knows I'd hit it Give myself five more minutes  At eighteen, turned my helmet in, and walked to the fifty yard line It's just the coach and me after we lost state ten to nine And I cried, 'man next time to get in here, I'll have to buy a ticket' Can't you give me five more minutes  Time rolls by, the clock don't stop I wish I had a few more drops Of the good stuff, the good times Oh, but they just keep on flying Right on by like it ain't nothing Wish I had me a pause button Moments like those Lord knows I'd hit it Give myself five more minutes  At eighty-six my grandpa said there's angels in the room With all the family gathered 'round we knew that time was coming soon With so much left to say I prayed Lord I ain't finished Just give us five more minutes  Time rolls by the clock don't stop I wish I had a few more drops Of the good stuff, the good times Oh but they just keep on flying Right on by like it ain't nothing Wish I had me a pause button Moments like those Lord knows I'd hit it Yeah sometimes this old life will leave you wishing That you had five more minutes Oh five more minutes"
Dirt Road Anthem,Jason Aldean,126711853,"Yeah I'm chillin' on a dirt road Laid back swervin' like I'm George Jones Smoke rollin' out the window An ice cold beer sittin' in the console Memory lane up in the headlights It's got me reminiscin' on them good times I'm turning off of real life drivin', that's right I'm hittin' easy street on mud tires  Back in the day Pott's farm was the place to go Load the truck up, hit the dirt road Jump the barbwire, spread the word Light the bonfire, then call the girls The king in the can and the Marlboro man Jack 'n' Jim were a few good men Where ya learned how to kiss and cuss and fight too Better watch out for the boys in blue And all this small town he said, she said Ain't it funny how rumors spread Like I know something y'all don't know Man that talk is getting old Ya better mind your business, man, watch your mouth Before I have to knock that loud mouth out I'm tired of talkin', man, y'all ain't listening Them old dirt roads is what y'all missing  Yeah I'm chillin' on a dirt road Laid back swervin' like I'm George Jones Smoke rollin' out the window An ice cold beer sittin' in the console Memory lane up in the headlights It's got me reminiscin' on them good times I'm turning off of real life drivin', that's right I'm hittin' easy street on mud tires  I sit back and think about them good ol' days The way we were raised and our southern ways And we like cornbread and biscuits And if it's broke round here we fix it I can take y'all where you need to go Down to my hood, back in them woods We do it different 'round here, that's right But we sure do it good and we do it all night See, if you really wanna know how it feels To get off the road with trucks and four wheels Jump on in, and man, tell your friends We'll raise some hell where the blacktop ends  Chillin' on a dirt road Laid back swervin' like I'm George Jones Smoke rollin' out the window An ice cold beer sittin' in the console Memory lane up in the headlights It's got me reminiscin' on them good times I'm turning off of real life drivin', that's right I'm hittin' easy street on mud tires Let's ride Yeah, I'm chillin' on a dirt road Laid back swervin' like I'm George Jones Smoke rollin' out the window An ice cold beer sittin' in the console Memory lane up in the headlights It's got me reminiscin' on them good times I'm turning off of real life drivin', that's right I'm hittin' easy street on mud tires That's right"
Strawberry Wine,Deana Carter,37370502,"He was working through college On my grandpa's farm I was thirsting for knowledge And he had a car Yeah, I was caught somewhere between a woman and a child One restless summer we found love growing wild On the banks of the river on a well-beaten path It's funny how those memories they last  Like strawberry wine and seventeen The hot July moon saw everything My first taste of love, oh bittersweet The green on the vine like strawberry wine  I still remember When thirty was old My biggest fear was September When he had to go A few cards and letters and one long distance call We drifted away like the leaves in the fall But year after year I come back to this place Just to remember the taste  Of strawberry wine and seventeen The hot July moon saw everything My first taste of love, oh bittersweet The green on the vine like strawberry wine  The fields have grown over now, years since they've seen a plow There's nothing time hasn't touched Is it really him or the loss of my innocence I've been missing so much?  Like strawberry wine and seventeen The hot July moon saw everything My first taste of love, oh bittersweet The green on the vine like strawberry wine"
What Guy Wouldn't,Waterloo Revival,26811902,"Sam Hunt - Body Like A Back Road Bebe Rexha - Meant To Be (feat. Florida Georgia Line) Kane Brown - What Ifs (feat. Lauren Alaina) Thomas Rhett - Unforgettable Thomas Rhett - Craving You (feat. Maren Morris) Devin Dawson - All On Me Ryan Kinder - Close Luke Combs - Hurricane Russell Dickerson - Blue Tacoma Brett Young - In Case You Didn't Know Chris Bandi - Man Enough Now Dustin Lynch - Small Town Boy Maren Morris - I Could Use A Love Song Jackie Lee - Getting Over You Kip Moore - More Girls Like You Florida Georgia Line - May We All (feat. Tim McGraw) Chris Young - Losing Sleep Walker Hayes - You Broke Up With Me Parmalee - Sunday Morning Thomas Rhett - Star Of The Show Jon Pardi - Heartache On The Dance Floor Jordan Davis - Singles You Up Old Dominion - No Such Thing As A Broken Heart Old Dominion - Written In The Sand Brett Young - Sleep Without You Luke Combs - When It Rains It Pours Granger Smith - Happens Like That Dylan Scott - Hooked Josh Turner - Hometown Girl Morgan Evans - Kiss Somebody LANco - Greatest Love Story Austin Burke - Whole Lot In Love Waterloo Revival - What Guy Wouldn't Josh Gracin - Nothin' Like Us Billy Currington - Do I Make You Wanna Rascal Flatts - Yours If You Want It Florida Georgia Line - God, Your Mama, And Me (feat. Backstreet Boys) Brett Young - Like I Loved You Brothers Osborne - Stay A Little Longer Kenny Chesney - All The Pretty Girls Hunter Hayes - Rescue Jon Langston - Right Girl Wrong Time Jason Aldean - Any Ol' Barstool Brett Eldredge - Somethin' I'm Good At Chris Lane - For Her Thomas Rhett - T-Shirt Chris Lane - Take Back Home Girl (feat. Tori Kelly) Russell Dickerson - Yours Keith Urban - The Fighter (feat. Carrie Underwood) Keith Urban - Blue Ain't Your Color"
Made In America,Toby Keith,38623345,"My old man's that old man Spent his life living off the land Dirty hands and a clean soul Breaks his heart seeing foreign cars Filled with fuel that isn't ours And wearing cotton we didn't grow  Hes got the red, white, blue flying high on the farm Semper fi tattooed on his left arm Spends a little more at the store for a tag in the back that says U-S-A Wont buy nothing that he can't fix with WD-40 and a Craftsman wrench He ain't prejudiced, he's just made in America  His wife, she's that wife that decorates on the 4th of July But says 'every day's Independence Day' Shes golden rule, teaches school Some folks say it isn't cool, but she says the Pledge of Allegiance anyway  Got the red, white, blue flying high on the farm Semper fi tattooed on his left arm Spends a little more at the store for a tag in the back that says U-S-A Wont buy nothing that he can't fix with WD-40 and a Craftsman wrench He ain't prejudiced, he's just made in America  Born in the heartland, raised up a family Of King James and Uncle Sam  Got the red, white, blue flying high on the farm Semper fi tattooed on his left arm Spends a little more at the store for a tag in the back that says U-S-A Wont buy nothing that he can't fix with WD-40 and a Craftsman wrench He ain't prejudiced, he's just made in America  Made in America Made in America My old man's that old man Hes made in America America!"
When I Said I Do,Clint Black,7076086,"Clint Black & Lisa Hartman Black These times are trouble And these times are good There always gonna be They rise and they fall We take them all the way that we should Together you and me Forsaking them all Deep in the night And by the light of day It always looks the same True love always does Here by your side or a million miles away Nothin' is ever gonna change the way I feel The way it is, is the way that it was Chorus: When I said I do, I meant that I will Til' the end of all time Be faithful and true, devoted to you That's what I had in mind, when I said I do Well this whole world keeps changin' And the world stays the same For all who came before And it goes hand in hand Only you and I can undo All that we became That makes us so much more (so much more) Than a woman and a man After everything That comes and goes around Has only passed us by Here alone in our dreams I know there's a lonely heart In every lost and found But forever you and I will be the ones Who found out what forever means Chorus Truer than true You know that I'll always be there for you That's what I had in mind That's what I had in mind Together: When I said I do"
Guns & Roses,Drew Baldridge,2342081,"High heels and a black dress Standing out by the mail box Waiting on a pair of blue jeans, old boots And a burned out head light Coming round the corner hot Like a bull in a China shop And she's standing there like a chandelier In a ball room all dolled up  I'm a 12 gauge and she's a wild flower Gravel and gold but somehow we own it That kiss hits feels so legit I'm talking hundred percent Yea all I really know is When we're together its right We fit together just like Rain and dancing, sand and oceans, dust And diamonds, guns and roses Guns and roses, guns and roses, guns and roses  I can clean up pretty good But she's a drop dead magazine cover And you can tell with a quick look One of these things is not like the other  I'm a 12 gauge and she's a wild flower Gravel and gold but somehow we own it That kiss hits feels so legit, I'm talking 100 percent Yea all I really know is When we're together its right We fit together just like Rain and dancing, sand and oceans, dust And diamonds, guns and roses  She loves rock and roll And I love a gypsy soul  I'm a 12 gauge and she's a wild flower Gravel and gold but somehow we own it That kiss hits feels so legit, I'm talking 100 percent Yea all I really know is When we're together its right We fit together just like Rain and dancing, sand and oceans, dust And diamonds, guns and roses Guns and roses, guns and roses, guns and roses"
Feathered Indians,Tyler Childers,36805185,"Well my buckle makes impressions On the inside of her thigh There are little feathered Indians Where we tussled through the night If I'd known she was religious Then I wouldn't have came stoned To the house of such an angel Too fucked up to get back home Lookin' over West Virginia Smoking Spirits on the roof She asked ain't anybody told ya That them things are bad for you I said many folks have warned me There's been several people try But up till now, there ain't been nothing That I couldn't leave behind Hold me close my dear Sing your whispering song Softly in my ear And I will sing along Honey tell me how your love runs true And how I can always count on you To be there when the bullets fly I'd run across the river just to hold you tonight Well my heart is sweating bullets From the circles it has raced Like a little feathered indian Callin' out the clouds for rain I'd go runnin' through the thicket I'd go careless through the thorns Just to hold her for a minute Though it'd leave me wanting more Hold me close my dear Sing your whispering song Softly in my ear And I will sing along Honey tell me how your love runs true And how I can always count on you To be there when the bullets fly I'd run across the river just to hold you tonight"
Louisiana Saturday Night,Mel McDaniel,20490218,"Well, you get down the fiddle and you get down the bow Kick off your shoes and you throw 'em on the floor Dance in the kitchen till the mornin' light Louisiana Saturday night A-waiting in the front yard sitting on a log A single shot rifle and a one eyed dog Yonder come my kinfolk, in the moonlight Louisiana Saturday night Well, you get down the fiddle and you get down the bow Kick off your shoes and you throw 'em on the floor Dance in the kitchen till the mornin' light Louisiana Saturday night My brother Bill and my other brother Jack Belly full of beer and a possum in a sack Fifteen kids in the front porch light Louisana Saturday night When your kinfolk leave and the kids get fed Me and my woman gonna slip off to bed Have a little fun when we turn out the lights Louisiana Saturday night Well, you get down the fiddle and you get down the bow Kick off your shoes and you throw 'em on the floor Dance in the kitchen till the mornin' light Louisiana Saturday night Yeah, you get down the fiddle and you get down the bow Kick off your shoes and you throw 'em on the floor Dance in the kitchen till the mornin' light Louisiana Saturday night Get down the fiddle and you get down the bow Kick off your shoes and you throw 'em on the floor Dance in the kitchen till the mornin' light Louisiana Saturday night"
Reload (feat. Taylor Ray Holbrook),Colt Ford,9858679,"Don't take my kindness for weakness, oh no Don't take my silence for ignorance, oh no So if you're into steppin' over lines, stompin' on my way of life There's two things you need to know We don't retreat, we reload  Always into givin' a helpin' hand, but never take a handout Shakin' hands to sign a deal, that's what we're still about Keep sweat on our brow and dirt on our plow In hopes for makin' a future for the ones that we care about It's a tradition, passed down like hand-me-down jeans with stitches That humble background is rollin' through our system, flowin' like a river Bred to be a hero and never play the victim Never start nothin', but we will finish it So don't be so quick to run your lips 'Cause you could get slapped by the same hand that I woulda helped you with Somebody tell 'em  Don't take my kindness for weakness, oh no Don't take my silence for ignorance, oh no So if you're into steppin' over lines, stompin' on my way of life There's two things you need to know We don't retreat, we reload  A lot of times we don't speak, we just listen Silence is a virtue, try it and find out what you been missin' Although we keep our distance, I peek over the fence And think the world needs a little John Wayne in it Respect is earned, we say ma'am and sir Salute those who served, 'cause it's well deserved The first to call you out if you're lyin' But the last to kick ya out if you're tryin' We're the worst folks to those who kick us when we're down But the best to those who've always been around Friends for life, trespassers get shot once Survivors shot twice  Don't take my kindness for weakness, oh no Don't take my silence for ignorance, oh no So if you're into steppin' over lines, stompin' on my way of life There's two things you need to know We don't retreat, we reload Nah, we don't retreat, we reload"
A Long And Happy Life,Delta Rae,4004004,"I was born to a family of jokers Gamblers and smokers living on the line I was raised by strong-headed women Men who tested limits and did a little time  And it ain't a mystery you fell for me We're just two lost souls trying to find our peace Love like ours ain't a masterpiece It's a good day in the sun  I was born to love you Out where the water is wide Make me your country bride You'll be my prince of tides You were born to heal me Under a velvet sky Cattails dancing in the light We were born to live a long and happy life A happy life  Yeah, folks like us We may lie down in darkness But we don't lose our sparks; we bring back a good story to tell Cause we grew up around beauty Sunsets better than a movie We knew it was our appointed duty to love like the world might end And to toast to good nights with friends  I was born to love you Out where the water is wide Make me your country bride You'll be my prince of tides You were born to heal me Under a velvet sky Cattails dancing in the light We were born to live a long and happy life A happy life Hey, a happy life  And it comes to me in waves Like the shores of Palmetto Bay Knowing I'm so lucky Your broken heart could love me  I was born to love you Out where the water is wide Make me your country bride You'll be my prince of tides You were born to heal me Under a velvet sky Cattails dancing in the light We were born to live a long and happy life A happy life Hey, a happy life Happy life"
